epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,71.9082,3.32159,5.02658,4.21843,0.05469,0.01516,0.00201,0.00067,3.17855,4.53931,4.35977,0.00332046,0.00332046,0.00332046
2,160.435,3.03406,4.77439,3.75698,0.15121,0.0115,0.00083,0.00023,3.03765,32.1727,4.59606,0.00664062,0.00664062,0.00664062
3,230.033,2.21145,4.03698,2.70925,0.1641,0.06145,0.01558,0.00556,2.18159,4.4143,2.83386,0.00994758,0.00994758,0.00994758
4,300.617,1.78864,3.29947,2.17913,0.14543,0.14524,0.08728,0.04103,1.79268,3.09801,2.21872,0.0099406,0.0099406,0.0099406
5,370.445,1.65292,2.9552,2.02121,0.23999,0.27458,0.14858,0.07564,1.65615,2.66695,2.08975,0.0099208,0.0099208,0.0099208
6,439.92,1.57598,2.75405,1.92435,0.26115,0.26533,0.20066,0.11014,1.60794,2.46163,1.99371,0.009901,0.009901,0.009901
7,508.921,1.5253,2.61353,1.87373,0.34954,0.30791,0.25852,0.14757,1.53535,2.2533,1.9401,0.0098812,0.0098812,0.0098812
8,577.755,1.48176,2.50052,1.82849,0.38504,0.32694,0.2959,0.16901,1.51247,2.20964,1.90527,0.0098614,0.0098614,0.0098614
9,646.986,1.45979,2.40512,1.80377,0.39484,0.37226,0.33928,0.19972,1.45391,2.04031,1.82311,0.0098416,0.0098416,0.0098416
10,715.959,1.4216,2.32622,1.76475,0.41764,0.36521,0.34967,0.20898,1.43578,1.98993,1.79823,0.0098218,0.0098218,0.0098218
11,784.866,1.40085,2.27244,1.74812,0.49303,0.40152,0.40579,0.24589,1.40501,1.89993,1.771,0.009802,0.009802,0.009802
12,853.739,1.38317,2.21133,1.73054,0.48211,0.43186,0.43074,0.26584,1.36307,1.80179,1.72012,0.0097822,0.0097822,0.0097822
13,922.661,1.36516,2.15995,1.71173,0.51006,0.44739,0.44765,0.27221,1.37497,1.76084,1.72018,0.0097624,0.0097624,0.0097624
