epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,5684.5,1.06485,1.33968,1.3779,0.76405,0.68681,0.76915,0.55736,1.00434,0.96918,1.30043,0.008218,0.008218,0.008218
92,5746.2,1.06348,1.32254,1.37806,0.76256,0.68882,0.76936,0.55749,1.00377,0.96754,1.29976,0.0081982,0.0081982,0.0081982
93,5807.91,1.06328,1.33015,1.3803,0.76228,0.68917,0.76942,0.5578,1.00335,0.96627,1.29906,0.0081784,0.0081784,0.0081784
94,5869.72,1.06706,1.31592,1.38279,0.76398,0.68835,0.7698,0.55848,1.00278,0.96468,1.29833,0.0081586,0.0081586,0.0081586
95,5931.77,1.07503,1.33232,1.38406,0.76329,0.68862,0.77001,0.55872,1.00225,0.96291,1.29762,0.0081388,0.0081388,0.0081388
96,5993.84,1.06971,1.32807,1.39092,0.76292,0.68985,0.77038,0.55912,1.0016,0.96146,1.29668,0.008119,0.008119,0.008119
97,6055.86,1.06478,1.31603,1.38033,0.76245,0.68952,0.77071,0.55962,1.00088,0.96001,1.29581,0.0080992,0.0080992,0.0080992
98,6117.91,1.05208,1.31314,1.37148,0.76036,0.69047,0.77122,0.56021,1.00042,0.95865,1.2951,0.0080794,0.0080794,0.0080794
99,6179.93,1.05408,1.31499,1.3663,0.75228,0.69906,0.77202,0.56078,0.99967,0.95716,1.29427,0.0080596,0.0080596,0.0080596
100,6242.01,1.05435,1.31325,1.37336,0.75568,0.69775,0.77226,0.56088,0.99914,0.95586,1.2935,0.0080398,0.0080398,0.0080398
101,6303.99,1.05896,1.31685,1.37691,0.75736,0.69676,0.77285,0.56127,0.99866,0.95439,1.29278,0.00802,0.00802,0.00802
102,6366.01,1.04733,1.30716,1.37286,0.75936,0.69556,0.77316,0.56154,0.99785,0.95301,1.29186,0.0080002,0.0080002,0.0080002
103,6428.02,1.05599,1.30814,1.37145,0.76393,0.69267,0.77384,0.56262,0.99714,0.95144,1.29099,0.0079804,0.0079804,0.0079804
104,6490.03,1.04541,1.30431,1.36492,0.76208,0.69555,0.77396,0.56266,0.9966,0.95014,1.29017,0.0079606,0.0079606,0.0079606
105,6552.12,1.04521,1.29324,1.36631,0.76088,0.69667,0.77426,0.56315,0.99589,0.94889,1.28921,0.0079408,0.0079408,0.0079408
106,6614.18,1.04182,1.30083,1.36336,0.76224,0.69618,0.77453,0.56392,0.99531,0.94762,1.28837,0.007921,0.007921,0.007921
107,6676.2,1.05755,1.29581,1.3685,0.76031,0.69771,0.7749,0.56439,0.9949,0.94627,1.28752,0.0079012,0.0079012,0.0079012
108,6738.38,1.03571,1.28659,1.35623,0.76215,0.69557,0.77537,0.5648,0.99395,0.94487,1.2865,0.0078814,0.0078814,0.0078814
109,6800.4,1.04081,1.27507,1.36021,0.76318,0.69679,0.7758,0.56529,0.99335,0.94374,1.28584,0.0078616,0.0078616,0.0078616
110,6862.41,1.05089,1.28741,1.36283,0.76632,0.69483,0.77621,0.56578,0.99288,0.94247,1.28508,0.0078418,0.0078418,0.0078418
111,6924.43,1.04932,1.2773,1.36627,0.76441,0.69809,0.77682,0.56657,0.99261,0.94119,1.28443,0.007822,0.007822,0.007822
112,6986.44,1.05062,1.28525,1.36663,0.76451,0.70022,0.77719,0.56685,0.99219,0.93986,1.28383,0.0078022,0.0078022,0.0078022
113,7048.37,1.03706,1.27598,1.3553,0.76673,0.6991,0.77795,0.56738,0.99152,0.93886,1.28297,0.0077824,0.0077824,0.0077824
114,7110.33,1.03974,1.27524,1.36255,0.76875,0.69915,0.77816,0.5679,0.99102,0.93785,1.28218,0.0077626,0.0077626,0.0077626
